"run","disturbance","costPromotiveDecRate","uplandAmount","costDemotiveRes","disturbanceDelay","infert","costDemotiveDecRate","costPromotiveIncRate","fecundityPromotiveIncRate","gravityConstant","obTargetID","obSourceID","fecundityPromotiveRes","importsConstant","costDemotiveMax","fecundityPromotiveMax","importsCoefficient","fecundityDemotiveIncRate","costPromotiveRes","fecundityDemotiveDecRate","fecundityDemotiveMax","fecundityDemotiveRes","costPromotiveMax","randomSeed","importsDistanceDecayTerm","fecundityPromotiveDecRate","trafficLongCoefficient","costDemotiveIncRate","trafficShortCoefficient","migrationDistanceThreshold"
82,0.0,1.0,81,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296453016,2.0,1.0,0.03,0.05,0.05,100.0
89,0.0,1.0,88,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296439012,2.0,1.0,0.03,0.05,0.05,100.0
96,0.0,1.0,95,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296424121,2.0,1.0,0.03,0.05,0.05,100.0
103,0.0,1.0,102,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296410024,2.0,1.0,0.03,0.05,0.05,100.0
110,0.0,1.0,109,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296395940,2.0,1.0,0.03,0.05,0.05,100.0
117,0.0,1.0,116,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296382046,2.0,1.0,0.03,0.05,0.05,100.0
124,0.0,1.0,123,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296368736,2.0,1.0,0.03,0.05,0.05,100.0
131,0.0,1.0,130,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296356482,2.0,1.0,0.03,0.05,0.05,100.0
138,0.0,1.0,137,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296343181,2.0,1.0,0.03,0.05,0.05,100.0
145,0.0,1.0,144,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296328940,2.0,1.0,0.03,0.05,0.05,100.0
152,0.0,1.0,151,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296315810,2.0,1.0,0.03,0.05,0.05,100.0
159,0.0,1.0,158,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296303243,2.0,1.0,0.03,0.05,0.05,100.0
166,0.0,1.0,165,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296291369,2.0,1.0,0.03,0.05,0.05,100.0
173,0.0,1.0,172,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296280040,2.0,1.0,0.03,0.05,0.05,100.0
180,0.0,1.0,179,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296268731,2.0,1.0,0.03,0.05,0.05,100.0
187,0.0,1.0,186,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296257647,2.0,1.0,0.03,0.05,0.05,100.0
194,0.0,1.0,193,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296247742,2.0,1.0,0.03,0.05,0.05,100.0
201,0.0,1.0,200,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296238821,2.0,1.0,0.03,0.05,0.05,100.0
208,0.0,1.0,207,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296229359,2.0,1.0,0.03,0.05,0.05,100.0
215,0.0,1.0,214,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296221281,2.0,1.0,0.03,0.05,0.05,100.0
222,0.0,1.0,221,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296212081,2.0,1.0,0.03,0.05,0.05,100.0
229,0.0,1.0,228,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296203946,2.0,1.0,0.03,0.05,0.05,100.0
236,0.0,1.0,235,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296196774,2.0,1.0,0.03,0.05,0.05,100.0
243,0.0,1.0,242,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296189620,2.0,1.0,0.03,0.05,0.05,100.0
250,0.0,1.0,249,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296180532,2.0,1.0,0.03,0.05,0.05,100.0
257,0.0,1.0,256,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296173393,2.0,1.0,0.03,0.05,0.05,100.0
264,0.0,1.0,263,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296165013,2.0,1.0,0.03,0.05,0.05,100.0
271,0.0,1.0,270,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296157269,2.0,1.0,0.03,0.05,0.05,100.0
278,0.0,1.0,277,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296149126,2.0,1.0,0.03,0.05,0.05,100.0
285,0.0,1.0,284,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296141446,2.0,1.0,0.03,0.05,0.05,100.0
4,0.0,1.0,3,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296568072,2.0,1.0,0.03,0.05,0.05,100.0
11,0.0,1.0,10,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296560854,2.0,1.0,0.03,0.05,0.05,100.0
18,0.0,1.0,17,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296556765,2.0,1.0,0.03,0.05,0.05,100.0
25,0.0,1.0,24,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296551113,2.0,1.0,0.03,0.05,0.05,100.0
32,0.0,1.0,31,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296543992,2.0,1.0,0.03,0.05,0.05,100.0
39,0.0,1.0,38,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296535690,2.0,1.0,0.03,0.05,0.05,100.0
46,0.0,1.0,45,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296524653,2.0,1.0,0.03,0.05,0.05,100.0
53,0.0,1.0,52,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296514778,2.0,1.0,0.03,0.05,0.05,100.0
60,0.0,1.0,59,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296500940,2.0,1.0,0.03,0.05,0.05,100.0
67,0.0,1.0,66,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296486133,2.0,1.0,0.03,0.05,0.05,100.0
74,0.0,1.0,73,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296471306,2.0,1.0,0.03,0.05,0.05,100.0
81,0.0,1.0,80,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296455895,2.0,1.0,0.03,0.05,0.05,100.0
88,0.0,1.0,87,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296441911,2.0,1.0,0.03,0.05,0.05,100.0
95,0.0,1.0,94,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296426994,2.0,1.0,0.03,0.05,0.05,100.0
102,0.0,1.0,101,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296413079,2.0,1.0,0.03,0.05,0.05,100.0
109,0.0,1.0,108,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296399463,2.0,1.0,0.03,0.05,0.05,100.0
116,0.0,1.0,115,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296385505,2.0,1.0,0.03,0.05,0.05,100.0
123,0.0,1.0,122,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296372101,2.0,1.0,0.03,0.05,0.05,100.0
130,0.0,1.0,129,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296359210,2.0,1.0,0.03,0.05,0.05,100.0
137,0.0,1.0,136,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296345423,2.0,1.0,0.03,0.05,0.05,100.0
144,0.0,1.0,143,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296332193,2.0,1.0,0.03,0.05,0.05,100.0
151,0.0,1.0,150,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296318738,2.0,1.0,0.03,0.05,0.05,100.0
158,0.0,1.0,157,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296306576,2.0,1.0,0.03,0.05,0.05,100.0
165,0.0,1.0,164,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296294408,2.0,1.0,0.03,0.05,0.05,100.0
172,0.0,1.0,171,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296283332,2.0,1.0,0.03,0.05,0.05,100.0
179,0.0,1.0,178,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296272089,2.0,1.0,0.03,0.05,0.05,100.0
186,0.0,1.0,185,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296260905,2.0,1.0,0.03,0.05,0.05,100.0
193,0.0,1.0,192,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296250398,2.0,1.0,0.03,0.05,0.05,100.0
200,0.0,1.0,199,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296240900,2.0,1.0,0.03,0.05,0.05,100.0
207,0.0,1.0,206,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296232827,2.0,1.0,0.03,0.05,0.05,100.0
214,0.0,1.0,213,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296223453,2.0,1.0,0.03,0.05,0.05,100.0
221,0.0,1.0,220,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296214093,2.0,1.0,0.03,0.05,0.05,100.0
228,0.0,1.0,227,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296206899,2.0,1.0,0.03,0.05,0.05,100.0
235,0.0,1.0,234,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296198142,2.0,1.0,0.03,0.05,0.05,100.0
242,0.0,1.0,241,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296191006,2.0,1.0,0.03,0.05,0.05,100.0
249,0.0,1.0,248,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296182724,2.0,1.0,0.03,0.05,0.05,100.0
256,0.0,1.0,255,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296175015,2.0,1.0,0.03,0.05,0.05,100.0
263,0.0,1.0,262,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296166628,2.0,1.0,0.03,0.05,0.05,100.0
270,0.0,1.0,269,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296159903,2.0,1.0,0.03,0.05,0.05,100.0
277,0.0,1.0,276,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296153277,2.0,1.0,0.03,0.05,0.05,100.0
284,0.0,1.0,283,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296144978,2.0,1.0,0.03,0.05,0.05,100.0
3,0.0,1.0,2,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296568202,2.0,1.0,0.03,0.05,0.05,100.0
10,0.0,1.0,9,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296561277,2.0,1.0,0.03,0.05,0.05,100.0
17,0.0,1.0,16,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296557289,2.0,1.0,0.03,0.05,0.05,100.0
24,0.0,1.0,23,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296552151,2.0,1.0,0.03,0.05,0.05,100.0
31,0.0,1.0,30,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296545639,2.0,1.0,0.03,0.05,0.05,100.0
38,0.0,1.0,37,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296538031,2.0,1.0,0.03,0.05,0.05,100.0
45,0.0,1.0,44,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296527880,2.0,1.0,0.03,0.05,0.05,100.0
52,0.0,1.0,51,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296515778,2.0,1.0,0.03,0.05,0.05,100.0
59,0.0,1.0,58,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296501293,2.0,1.0,0.03,0.05,0.05,100.0
66,0.0,1.0,65,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296486979,2.0,1.0,0.03,0.05,0.05,100.0
73,0.0,1.0,72,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296471648,2.0,1.0,0.03,0.05,0.05,100.0
80,0.0,1.0,79,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296456105,2.0,1.0,0.03,0.05,0.05,100.0
87,0.0,1.0,86,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296440503,2.0,1.0,0.03,0.05,0.05,100.0
94,0.0,1.0,93,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296426045,2.0,1.0,0.03,0.05,0.05,100.0
101,0.0,1.0,100,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296412412,2.0,1.0,0.03,0.05,0.05,100.0
108,0.0,1.0,107,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296398835,2.0,1.0,0.03,0.05,0.05,100.0
115,0.0,1.0,114,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296384328,2.0,1.0,0.03,0.05,0.05,100.0
122,0.0,1.0,121,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296370775,2.0,1.0,0.03,0.05,0.05,100.0
129,0.0,1.0,128,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296357859,2.0,1.0,0.03,0.05,0.05,100.0
136,0.0,1.0,135,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296343403,2.0,1.0,0.03,0.05,0.05,100.0
143,0.0,1.0,142,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296330523,2.0,1.0,0.03,0.05,0.05,100.0
150,0.0,1.0,149,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296316988,2.0,1.0,0.03,0.05,0.05,100.0
157,0.0,1.0,156,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296304134,2.0,1.0,0.03,0.05,0.05,100.0
164,0.0,1.0,163,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296292746,2.0,1.0,0.03,0.05,0.05,100.0
171,0.0,1.0,170,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296280942,2.0,1.0,0.03,0.05,0.05,100.0
178,0.0,1.0,177,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296270649,2.0,1.0,0.03,0.05,0.05,100.0
185,0.0,1.0,184,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296260654,2.0,1.0,0.03,0.05,0.05,100.0
